,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
9092,1985,The Constant Gardener,2005-08-31,"['Drama', 'Mystery', 'Thriller']",English,7.0,1277,14.626,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",25000000,"['Scion Films', 'Studio Babelsberg', 'Epsilon Motion Pictures', 'UK Film Council', 'Focus Features', 'Potboiler Productions', 'Blue Sky Films']",82468097,129,Love. At any cost.,2005,08
9093,17532,S. Darko,2009-04-28,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']",English,4.4,421,11.376,"Seven years after her brother's death, Samantha Darko finds herself stranded in a small desert town after her car breaks down where she is plagued by bizarre visions telling of the universe's end. As a result, she must face her own demons, and in doing so, save the world and herself.",4000000,"['Newmarket Capital Group', 'Adam Fields Productions', 'Silver Nitrate']",4100000,103,It's time to travel forward.,2009,04
9097,35680,Madeline,1998-07-10,"['Family', 'Comedy', 'Drama']",English,6.2,203,7.874,"Horrified at the prospect of her beloved school being sold, a young French girl named Madeline uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.",20000000,"['TriStar Pictures', 'Jaffilms Inc.', 'Madeline Films']",29967750,89,"In an old house in Paris that was covered with vines, lived twelve little girls in two straight lines...",1998,07
9098,1791,The Piano Teacher,2001-09-05,"['Drama', 'Romance']",French,7.3,915,17.124,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",3000000,"['ARTE', 'Bavaria Film International', 'CNC', 'Canal+', 'ARTE France Cinéma', 'BR']",9801375,131,Perversion at its wicked best!,2001,09
9100,9605,Single White Female,1992-08-14,"['Thriller', 'Drama']",English,6.3,504,14.623,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",16000000,['Columbia Pictures'],48017402,107,Living with a roommate can be murder.,1992,08
9103,434245,The Stronghold,2017-10-12,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'History']",Ukrainian,7.2,198,14.131,"A solar eclipse activates a magic time portal, and a regular schoolboy Vit'ko from the 21st century goes a thousand years back in time. It doesn’t take Vitya long to recognize the legendary bogatyrs in young Oleshko, powerful Ilya and severe Dobrynya. Their life passes in fighting cumans who try to destroy Rusichi at any cost, using both weapons and black magic. Vitya finds himself in the very midst of incredible events, battles with mythical creatures and acquires real courage.",2000000,['Kinorob'],2745966,100,Protect the past for the sake of the future,2017,10
9106,3309,Mildred Pierce,1945-10-20,"['Crime', 'Drama']",English,7.7,326,13.823,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,1453000,['Warner Bros. Pictures'],5638000,111,Please don't tell anyone what Mildred Pierce did!,1945,10
9110,16340,Rugrats in Paris: The Movie,2000-11-17,"['Family', 'Animation', 'Adventure', 'Comedy']",English,6.6,412,13.073,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",30000000,"['Paramount', 'Nickelodeon Movies', 'Klasky-Csupo']",103291131,78,France never had a chance!,2000,11
9115,122857,Universal Soldier: Day of Reckoning,2012-10-04,"['Action', 'Science Fiction', 'Thriller']",English,5.5,366,12.375,"After his wife and daughter are murdered in a home invasion, a widower named John now finds himself up against an army of Universal Soldiers in relentless pursuit, led by a mysterious leader who promises to set UniSols free from their conditioning.",11500000,"['Signature Pictures', 'Foresight Unlimited', 'Baumgarten Management and Productions (BMP)']",1402307,114,Under their own command,2012,10
9119,4566,Michael Clayton,2007-10-12,"['Drama', 'Thriller', 'Mystery', 'Crime']",English,6.8,1472,13.123,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.",25000000,"['Castle Rock Entertainment', 'Mirage Enterprises', 'Section Eight']",92991835,120,The truth can be adjusted.,2007,10
9134,3040,Night Watch,2004-06-27,"['Fantasy', 'Action', 'Thriller']",Russian,6.2,637,12.12,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",10000000,"['Bazelevs Production', 'Tabbak', 'Fox Searchlight Pictures', '20th Century Fox', 'First Channel']",50336279,114,All That Stands Between Light And Darkness Is The Night Watch.,2004,06
9145,455,Bend It Like Beckham,2002-04-11,"['Comedy', 'Drama', 'Romance']",English,6.3,1694,13.869,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",3500159,"['Kintop Pictures', 'Bend It Films', 'Roc Media', 'Road Movies']",76578641,112,"Sometimes, to follow your dreams... you've got to bend the rules!",2002,04
9152,88794,J. Edgar,2011-11-09,"['Drama', 'Crime', 'History']",English,6.2,2206,12.62,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.",35000000,"['Imagine Entertainment', 'Malpaso Productions', 'Wintergreen Productions']",84606030,137,The most powerful man in the world.,2011,11
9166,13122,The People Under the Stairs,1991-11-01,"['Horror', 'Mystery']",English,6.6,550,12.366,"Poindexter ""Fool"" Williams, his brother Leroy, and their family face eviction from their rented home in South Central Los Angeles. Their landlords are a greedy, uncaring couple who live in a mansion that's as huge as it is eerie. Leroy has a plan to burglarize the mansion, but what the boys find inside is not what they expected.",6000000,"['Universal Pictures', 'Alive Films']",31347154,102,In every neighborhood there is one house that adults whisper about and children cross the street to avoid.,1991,11
9171,1580,Rope,1948-03-11,"['Crime', 'Drama', 'Thriller']",English,8.0,2293,13.066,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,1500000,"['Transatlantic Pictures', 'Warner Bros. Pictures']",2200000,81,The guest who's dead on time.,1948,03
9173,403,Driving Miss Daisy,1989-12-13,['Drama'],English,7.2,1360,11.365,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned.",7500000,"['The Zanuck Company', 'Majestic Films International', 'Warner Bros. Pictures']",145793296,99,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",1989,12
9176,442064,Proud Mary,2018-01-12,"['Thriller', 'Action', 'Crime']",English,5.4,452,14.123,"Mary is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.",14000000,['Screen Gems'],21753365,88,Killing for the Man every Night and Day,2018,01
9178,11697,The Man Who Shot Liberty Valance,1962-04-15,['Western'],English,7.8,938,13.365,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",3200000,"['Paramount', 'John Ford Productions']",8000000,123,Two great stars together for the first time!,1962,04
9180,17689,The Gauntlet,1977-12-21,"['Drama', 'Action', 'Crime', 'Thriller']",English,6.6,436,11.364,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness from Las Vegas. The witness turns out to be a belligerent prostitute with mob ties—and incriminating information regarding a high-ranking figure.,5500000,"['Malpaso Productions', 'Warner Bros. Pictures']",26414658,109,Clint Eastwood is the man in the middle of The Gauntlet,1977,12
9185,429422,Capone,2020-06-26,"['Crime', 'Drama']",English,5.0,302,12.38,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",20600000,"['Bron Studios', 'A Band Apart', 'Addictive Pictures', 'Creative Wealth Media Finance', 'Lawrence Bender Productions', 'Endeavor Content', 'AI Film Entertainment']",858281,103,We all pay for our crimes in the end.,2020,06
9186,15487,The Greatest Game Ever Played,2005-09-30,['Drama'],English,7.2,394,17.115,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",25000000,['Walt Disney Pictures'],15431177,120,Based on a True Story,2005,09
9189,536869,Cats,2019-12-19,"['Fantasy', 'Comedy', 'Drama']",English,4.2,849,11.877,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,95000000,"['Working Title Films', 'Amblin Entertainment', 'Monumental Pictures', 'Universal Pictures', 'The Really Useful Group']",73515024,110,You will believe.,2019,12
9197,3525,Working Girl,1988-12-20,"['Comedy', 'Romance', 'Drama']",English,6.6,800,12.612,"Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",28000000,['20th Century Fox'],103173635,114,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.,1988,12
